User name,Event time,Event name,Source IP address,Error code,Resources,Event type,Event category,Hour_of_Day,Time_of_Day_Bucket,Is_Root_Account,Is_High_Risk_Action,Is_Console_Login,Is_Security_Error,Risk_Score,Risk_Level,Risk_Sort
root,2026-04-18 17:17:40+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHRejectAlarm""}]",AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
root,2026-04-18 17:17:18+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
root,2026-04-18 17:15:28+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHRejectAlarm""}]",AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
root,2026-04-18 17:14:46+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHRejectAlarm""}]",AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
root,2026-04-18 17:11:43+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
soc-auto-block,2026-04-18 17:10:09+00:00,CreateLogStream,98.94.53.xxx,,[],AwsApiCall,Management,17,Night,False,False,False,False,0,Low,4
soc-auto-block,2026-04-18 17:10:05+00:00,RevokeSecurityGroupIngress,98.94.53.xxx,Client.InvalidParameterValue,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,17,Night,False,False,False,False,0,Low,4
root,2026-04-18 17:09:23+00:00,PutMetricFilter,99.237.32.xxx,,[],AwsApiCall,Management,17,Night,True,False,False,False,5,Medium,3
root,2026-04-18 16:56:40+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,16,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 16:54:02+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,16,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 16:51:38+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,16,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 16:19:01+00:00,RevokeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,16,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 16:17:00+00:00,UpdateFunctionConfiguration20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,16,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 15:48:02+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,15,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 15:39:27+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,15,Afternoon,True,True,False,False,12,High,2
root,2026-04-18 15:36:09+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""BlockedTrafficAlert""}]",AwsApiCall,Management,15,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-18 15:33:39+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,15,Afternoon,True,False,True,False,5,Medium,3
root,2026-04-14 14:50:05+00:00,AuthorizeSecurityGroupIngress,24.114.57.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,True,True,False,False,12,High,2
root,2026-04-14 14:49:20+00:00,PutMetricAlarm,24.114.57.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,14,Afternoon,True,False,False,False,5,Medium,3
soc-auto-block,2026-04-14 14:46:52+00:00,RevokeSecurityGroupIngress,3.95.208.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,False,False,False,False,0,Low,4
soc-auto-block,2026-04-14 14:46:52+00:00,CreateLogStream,3.95.208.xxx,,[],AwsApiCall,Management,14,Afternoon,False,False,False,False,0,Low,4
root,2026-04-14 14:45:02+00:00,PutMetricAlarm,24.114.57.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,14,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-14 14:43:40+00:00,AuthorizeSecurityGroupIngress,24.114.57.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,True,True,False,False,12,High,2
root,2026-04-14 14:40:36+00:00,PutMetricAlarm,24.114.57.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,14,Afternoon,True,False,False,False,5,Medium,3
soc-auto-block,2026-04-14 14:38:01+00:00,CreateLogStream,52.91.65.xxx,,[],AwsApiCall,Management,14,Afternoon,False,False,False,False,0,Low,4
soc-auto-block,2026-04-14 14:38:00+00:00,RevokeSecurityGroupIngress,52.91.65.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,False,False,False,False,0,Low,4
root,2026-04-14 14:36:01+00:00,PutMetricAlarm,24.114.57.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,14,Afternoon,True,False,False,False,5,Medium,3
root,2026-04-14 14:32:56+00:00,StartInstances,24.114.57.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,True,True,False,False,12,High,2
root,2026-04-14 14:32:43+00:00,StartInstances,24.114.57.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,14,Afternoon,True,True,False,False,12,High,2
root,2026-04-14 14:31:22+00:00,ConsoleLogin,24.114.57.xxx,,[],AwsConsoleSignIn,Management,14,Afternoon,True,False,True,False,5,Medium,3
root,2026-04-14 02:40:17+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,2,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-14 02:39:55+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,2,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-13 23:31:20+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,23,Outside-Hours,True,True,False,False,14,Critical,1
soc-auto-block,2026-04-13 23:08:36+00:00,CreateLogStream,44.197.116.xxx,,[],AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-13 23:08:31+00:00,RevokeSecurityGroupIngress,44.197.116.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 23:03:36+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 22:51:08+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-13 22:49:53+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 22:44:14+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
soc-auto-block,2026-04-13 22:36:38+00:00,CreateLogStream,3.235.137.xxx,,[],AwsApiCall,Management,22,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-13 22:36:37+00:00,RevokeSecurityGroupIngress,3.235.137.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 22:35:20+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 22:26:27+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-13 22:26:03+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-13 22:24:47+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 21:50:12+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,21,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-04-13 06:06:00+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,6,Morning,True,True,False,False,12,High,2
root,2026-04-13 06:05:28+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,6,Morning,True,True,False,False,12,High,2
root,2026-04-13 06:02:49+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,6,Morning,True,True,False,False,12,High,2
root,2026-04-13 06:02:06+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,6,Morning,True,False,False,False,5,Medium,3
soc-auto-block,2026-04-13 05:44:42+00:00,CreateLogStream,100.48.215.xxx,,[],AwsApiCall,Management,5,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-13 05:44:38+00:00,RevokeSecurityGroupIngress,100.48.215.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,5,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 05:43:43+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:39:41+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:35:51+00:00,AddPermission20150331v2,44.222.180.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:35:33+00:00,SendHeartBeat,99.237.32.xxx,,[],AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:32:43+00:00,CreateSession,99.237.32.xxx,,[],AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:32:43+00:00,PutCredentials,99.237.32.xxx,,[],AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:32:41+00:00,CreateEnvironment,99.237.32.xxx,,[],AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:11:48+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:08:08+00:00,ModifySecurityGroupRules,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 05:06:57+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,5,Outside-Hours,True,False,False,False,7,Medium,3
soc-auto-block,2026-04-13 05:06:45+00:00,CreateLogStream,100.54.23.xxx,,[],AwsApiCall,Management,5,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-13 05:06:41+00:00,RevokeSecurityGroupIngress,100.54.23.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,5,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 03:27:50+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 03:12:47+00:00,RevokeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 03:11:39+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 03:02:44+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:58:42+00:00,UpdateFunctionConfiguration20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:49:25+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:32:57+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:30:45+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:30:24+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:28:52+00:00,UpdateFunctionConfiguration20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
GuardDutyMalwareProtection,2026-04-13 02:25:20+00:00,DeleteSnapshot,malware-protection.guardduty.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Snapshot"",""resourceName"":""snap-02c399fc68f7c44b1""}]",AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 02:24:56+00:00,UpdateFunctionConfiguration20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:17:29+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
,2026-04-13 02:15:04+00:00,SharedSnapshotVolumeCreated,ec2.amazonaws.com,,[],AwsServiceEvent,Management,2,Outside-Hours,False,False,False,False,2,Low,4
,2026-04-13 02:15:02+00:00,CreateVolume,malware-protection.guardduty.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Snapshot"",""resourceName"":""snap-02c399fc68f7c44b1""},{""resourceType"":""AWS::EC2::Volume"",""resourceName"":""vol-03eea34d902a599b9""}]",AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 02:14:42+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
GuardDutyMalwareProtection,2026-04-13 02:14:01+00:00,ModifySnapshotAttribute,malware-protection.guardduty.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Snapshot"",""resourceName"":""snap-02c399fc68f7c44b1""}]",AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
GuardDutyMalwareProtection,2026-04-13 02:13:06+00:00,CreateLogGroup,malware-protection.guardduty.amazonaws.com,ResourceAlreadyExistsException,[],AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
GuardDutyMalwareProtection,2026-04-13 02:13:06+00:00,CreateLogStream,malware-protection.guardduty.amazonaws.com,,[],AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
GuardDutyMalwareProtection,2026-04-13 02:13:00+00:00,CreateSnapshot,malware-protection.guardduty.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Snapshot"",""resourceName"":""snap-02c399fc68f7c44b1""},{""resourceType"":""AWS::EC2::Volume"",""resourceName"":""vol-0424d715eb3ed0b7d""}]",AwsApiCall,Management,2,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 02:12:52+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,2,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-13 02:05:03+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 02:03:24+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,2,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-13 01:07:49+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,1,Outside-Hours,True,False,False,False,7,Medium,3
soc-auto-block,2026-04-13 00:14:50+00:00,CreateLogStream,44.222.96.xxx,,[],AwsApiCall,Management,0,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-13 00:14:45+00:00,RevokeSecurityGroupIngress,44.222.96.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,0,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-13 00:12:10+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,0,Outside-Hours,True,True,False,False,14,Critical,1
soc-auto-block,2026-04-12 23:58:49+00:00,RevokeSecurityGroupIngress,34.229.222.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-12 23:58:48+00:00,CreateLogStream,34.229.222.xxx,ResourceNotFoundException,[],AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-12 23:58:48+00:00,CreateLogGroup,34.229.222.xxx,,[],AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
soc-auto-block,2026-04-12 23:58:48+00:00,CreateLogStream,34.229.222.xxx,,[],AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
root,2026-04-12 23:46:13+00:00,PutRolePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""soc-auto-block-policy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""soc-auto-block-role-td7r5do4""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 23:22:41+00:00,UpdateFunctionConfiguration20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 23:22:41+00:00,CreateGrant,lambda.amazonaws.com,,"[{""resourceType"":""AWS::KMS::Key"",""resourceName"":""arn:aws:kms:us-east-1:xxxxxxxxxxxx:key/9235b47b-fede-4adf-99b1-b39fc40e166a""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 23:14:11+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,23,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-12 23:13:51+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,23,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-04-12 22:55:56+00:00,UpdateFunctionCode20150331v2,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:46:07+00:00,CreateFunction20150331,99.237.32.xxx,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""soc-auto-block""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:46:03+00:00,CreateFunction20150331,99.237.32.xxx,InvalidParameterValueException,[],AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:46:01+00:00,CreateFunction20150331,99.237.32.xxx,InvalidParameterValueException,[],AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:45:59+00:00,CreateRole,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA3ARNFVNIXJ5KBYCYO""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""soc-auto-block-role-td7r5do4""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:role/service-role/soc-auto-block-role-td7r5do4""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:45:59+00:00,CreatePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:policy/service-role/AWSLambdaBasicExecutionRole-7fdbda2e-af09-4648-9632-50ac2a868a14""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""AWSLambdaBasicExecutionRole-7fdbda2e-af09-4648-9632-50ac2a868a14""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPA3ARNFVNIR2JAWLWJN""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:45:59+00:00,CreateFunction20150331,99.237.32.xxx,InvalidParameterValueException,[],AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:45:59+00:00,AttachRolePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:policy/service-role/AWSLambdaBasicExecutionRole-7fdbda2e-af09-4648-9632-50ac2a868a14""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""soc-auto-block-role-td7r5do4""}]",AwsApiCall,Management,22,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-04-12 22:08:23+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,22,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-04-12 05:16:45+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,5,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-04-06 03:22:07+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,3,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-04-05 22:38:50+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,22,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-04-04 19:18:40+00:00,ConsoleLogin,163.47.101.xxx,,[],AwsConsoleSignIn,Management,19,Night,True,False,True,False,5,Medium,3
